ref_no,order,time,cashier_name,bill_type,pickup_type,payment_method,balance,discount,taxes_svc,payment,tip,change,cashback
3001234,4302,16/3/2022 18:55,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿260,฿0,฿0,฿260,฿0,฿0,฿0
3001233,4303,16/3/2022 18:53,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿165,฿0,฿0,฿165,฿0,฿0,฿0
3001232,4304,16/3/2022 18:47,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿55,฿0,฿0,฿55,฿0,฿0,฿0
3001231,4305,16/3/2022 18:44,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿349,฿0,฿0,฿349,฿0,฿0,฿0
3001230,4306,16/3/2022 17:32,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,"฿1,380",฿0,฿0,"฿1,380",฿0,฿0,฿0
3001229,4307,16/3/2022 17:31,มินนี่,สั่งกลับบ้าน,FoodPanda,อื่นๆ,฿400,฿0,฿0,฿400,฿0,฿0,฿0
3001228,4308,16/3/2022 17:27,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿350,฿0,฿0,฿350,฿0,฿0,฿0
3001227,4309,16/3/2022 14:19,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿55,฿0,฿0,฿500,฿0,฿445,฿0
3001226,4310,16/3/2022 13:10,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿320,฿0,฿0,฿320,฿0,฿0,฿0
3001225,4311,16/3/2022 13:10,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿445,฿0,฿0,฿445,฿0,฿0,฿0
3001224,4312,16/3/2022 12:59,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿120,฿0,฿0,฿120,฿0,฿0,฿0
3001223,4313,16/3/2022 12:43,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿227,฿0,฿0,฿227,฿0,฿0,฿0
3001222,4314,16/3/2022 11:44,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿140,฿0,฿0,฿140,฿0,฿0,฿0
3001221,4315,16/3/2022 11:32,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿165,฿0,฿0,฿165,฿0,฿0,฿0
3001220,4316,16/3/2022 11:32,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿394,฿0,฿0,฿394,฿0,฿0,฿0
3001219,4317,16/3/2022 11:18,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿200,฿0,฿0,฿200,฿0,฿0,฿0
3001218,4318,15/3/2022 20:56,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿130,฿0,฿0,฿130,฿0,฿0,฿0
3001217,4319,15/3/2022 20:11,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿420,฿0,฿0,฿420,฿0,฿0,฿0
3001216,4320,15/3/2022 20:08,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿279,฿0,฿0,฿279,฿0,฿0,฿0
3001215,4321,15/3/2022 18:35,มินนี่,สั่งกลับบ้าน,FoodPanda,อื่นๆ,฿90,฿0,฿0,฿90,฿0,฿0,฿0
3001214,4322,15/3/2022 17:42,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿165,฿0,฿0,฿165,฿0,฿0,฿0
3001213,4323,15/3/2022 15:55,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿365,฿0,฿0,฿365,฿0,฿0,฿0
3001212,4324,15/3/2022 15:33,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿90,฿0,฿0,฿90,฿0,฿0,฿0
3001211,4325,15/3/2022 13:37,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿110,฿0,฿0,฿200,฿0,฿90,฿0
3001210,4326,15/3/2022 13:20,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿77,฿0,฿0,฿77,฿0,฿0,฿0
3001209,4327,15/3/2022 13:05,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿150,฿0,฿0,฿150,฿0,฿0,฿0
3001208,4328,15/3/2022 12:59,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿302,฿0,฿0,฿302,฿0,฿0,฿0
3001207,4329,15/3/2022 12:22,มินนี่,ทานที่ร้าน,-,เงินสด,฿464,฿0,฿0,"฿1,000",฿0,฿536,฿0
3001206,4330,14/3/2022 20:15,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿255,฿0,฿0,฿255,฿0,฿0,฿0
3001205,4331,14/3/2022 20:04,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿55,฿0,฿0,฿55,฿0,฿0,฿0
3001204,4332,14/3/2022 19:59,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿227,฿0,฿0,฿227,฿0,฿0,฿0
3001203,4333,14/3/2022 19:00,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿265,฿0,฿0,฿265,฿0,฿0,฿0
3001202,4334,14/3/2022 18:41,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿324,฿0,฿0,฿324,฿0,฿0,฿0
3001201,4335,14/3/2022 18:25,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿339,฿0,฿0,฿339,฿0,฿0,฿0
3001200,4336,14/3/2022 18:21,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿354,฿0,฿0,฿354,฿0,฿0,฿0
3001199,4337,14/3/2022 18:02,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿180,฿0,฿0,฿180,฿0,฿0,฿0
3001198,4338,14/3/2022 18:01,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿240,฿0,฿0,฿240,฿0,฿0,฿0
3001197,4339,14/3/2022 17:56,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿349,฿0,฿0,฿349,฿0,฿0,฿0
3001196,4340,14/3/2022 16:35,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿80,฿0,฿0,฿80,฿0,฿0,฿0
3001195,4341,14/3/2022 15:33,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿115,฿0,฿0,฿115,฿0,฿0,฿0
3001194,4342,14/3/2022 15:26,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿264,฿0,฿0,฿264,฿0,฿0,฿0
3001193,4343,14/3/2022 15:24,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿339,฿0,฿0,฿339,฿0,฿0,฿0
3001192,4344,14/3/2022 15:23,มินนี่,สั่งกลับบ้าน,Line Man,โอนเงิน,฿339,฿0,฿0,฿339,฿0,฿0,฿0
3001191,4345,14/3/2022 14:30,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿55,฿0,฿0,฿55,฿0,฿0,฿0
3001190,4346,14/3/2022 14:00,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿165,฿0,฿0,฿165,฿0,฿0,฿0
3001189,4347,14/3/2022 13:49,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿142,฿0,฿0,฿142,฿0,฿0,฿0
3001188,4348,14/3/2022 13:29,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿65,฿0,฿0,฿65,฿0,฿0,฿0
3001187,4349,14/3/2022 13:12,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿550,฿0,฿0,฿550,฿0,฿0,฿0
3001186,4350,14/3/2022 13:10,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿304,฿0,฿0,฿304,฿0,฿0,฿0
3001185,4351,14/3/2022 13:02,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿705,฿0,฿0,฿705,฿0,฿0,฿0
3001184,4352,14/3/2022 12:48,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿90,฿0,฿0,฿90,฿0,฿0,฿0
3001183,4353,14/3/2022 12:47,มินนี่,ทานที่ร้าน,-,เงินสด,฿132,฿0,฿0,"฿1,000",฿0,฿868,฿0
3001182,4354,14/3/2022 12:43,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿115,฿0,฿0,฿115,฿0,฿0,฿0
3001181,4355,14/3/2022 12:42,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿259,฿0,฿0,฿259,฿0,฿0,฿0
3001180,4356,14/3/2022 12:30,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿20,฿0,฿0,฿100,฿0,฿80,฿0
3001179,4357,14/3/2022 12:22,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿140,฿0,฿0,฿140,฿0,฿0,฿0
3001178,4358,14/3/2022 12:03,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿110,฿0,฿0,฿120,฿0,฿10,฿0
3001177,4359,12/3/2022 22:45,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿75,฿0,฿0,฿75,฿0,฿0,฿0
3001176,4360,12/3/2022 22:15,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿90,฿0,฿0,฿90,฿0,฿0,฿0
3001175,4361,12/3/2022 22:15,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿324,฿0,฿0,฿324,฿0,฿0,฿0
3001174,4362,12/3/2022 21:59,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿284,฿0,฿0,฿284,฿0,฿0,฿0
3001173,4363,12/3/2022 21:51,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿359,฿0,฿0,฿359,฿0,฿0,฿0
3001172,4364,12/3/2022 21:27,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿234,฿0,฿0,฿234,฿0,฿0,฿0
3001171,4365,12/3/2022 21:07,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿292,฿0,฿0,฿292,฿0,฿0,฿0
3001170,4366,12/3/2022 20:49,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿534,฿0,฿0,฿534,฿0,฿0,฿0
3001169,4367,12/3/2022 19:48,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿187,฿0,฿0,฿187,฿0,฿0,฿0
3001168,4368,12/3/2022 19:44,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,อื่นๆ,฿264,฿0,฿0,฿264,฿0,฿0,฿0
3001167,4369,12/3/2022 19:37,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿379,฿0,฿0,฿379,฿0,฿0,฿0
3001166,4370,12/3/2022 19:36,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿240,฿0,฿0,฿240,฿0,฿0,฿0
3001165,4371,12/3/2022 19:33,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿260,฿0,฿0,"฿1,000",฿0,฿740,฿0
3001164,4372,12/3/2022 18:48,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿379,฿0,฿0,฿379,฿0,฿0,฿0
3001163,4373,12/3/2022 18:36,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿425,฿0,฿0,฿425,฿0,฿0,฿0
3001162,4374,12/3/2022 18:34,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿250,฿0,฿0,฿250,฿0,฿0,฿0
3001161,4375,12/3/2022 17:46,มินนี่,ทานที่ร้าน,-,อื่นๆ,฿292,฿0,฿0,฿292,฿0,฿0,฿0
3001160,4376,12/3/2022 17:42,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿150,฿0,฿0,฿150,฿0,฿0,฿0
3001159,4377,12/3/2022 17:38,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿295,฿0,฿0,฿295,฿0,฿0,฿0
3001158,4378,12/3/2022 16:54,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿324,฿0,฿0,฿324,฿0,฿0,฿0
3001157,4379,12/3/2022 16:37,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿195,฿0,฿0,฿195,฿0,฿0,฿0
3001156,4380,12/3/2022 16:22,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿554,฿0,฿0,฿554,฿0,฿0,฿0
3001155,4381,12/3/2022 13:13,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿195,฿0,฿0,฿195,฿0,฿0,฿0
3001154,4382,12/3/2022 12:55,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿240,฿0,฿0,฿240,฿0,฿0,฿0
3001153,4383,12/3/2022 12:38,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿165,฿0,฿0,฿165,฿0,฿0,฿0
3001152,4384,12/3/2022 12:38,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿115,฿0,฿0,฿115,฿0,฿0,฿0
3001151,4385,11/3/2022 21:07,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿335,฿0,฿0,฿335,฿0,฿0,฿0
3001150,4386,11/3/2022 21:02,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿110,฿0,฿0,฿110,฿0,฿0,฿0
3001149,4387,11/3/2022 21:01,มินนี่,ทานที่ร้าน,-,โอนเงิน,"฿1,330",฿0,฿0,"฿1,330",฿0,฿0,฿0
3001148,4388,11/3/2022 20:59,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿90,฿0,฿0,฿90,฿0,฿0,฿0
3001147,4389,11/3/2022 20:57,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿170,฿0,฿0,฿170,฿0,฿0,฿0
3001146,4390,11/3/2022 20:57,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿465,฿0,฿0,฿465,฿0,฿0,฿0
3001145,4391,11/3/2022 20:46,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿175,฿0,฿0,฿200,฿0,฿25,฿0
3001144,4392,11/3/2022 20:40,มินนี่,ทานที่ร้าน,-,เงินสด,฿219,฿0,฿0,฿220,฿0,฿1,฿0
3001143,4393,11/3/2022 20:34,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿325,฿0,฿0,฿325,฿0,฿0,฿0
3001142,4394,11/3/2022 20:24,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿294,฿0,฿0,฿294,฿0,฿0,฿0
3001141,4395,11/3/2022 19:50,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿310,฿0,฿0,฿310,฿0,฿0,฿0
3001140,4396,11/3/2022 18:57,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿221,฿0,฿0,฿221,฿0,฿0,฿0
3001139,4397,11/3/2022 18:48,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿355,฿0,฿0,฿355,฿0,฿0,฿0
3001138,4398,11/3/2022 18:45,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿340,฿0,฿0,฿340,฿0,฿0,฿0
3001137,4399,11/3/2022 18:18,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿165,฿0,฿0,฿165,฿0,฿0,฿0
3001136,4400,11/3/2022 17:59,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿468,฿0,฿0,฿468,฿0,฿0,฿0
3001135,4401,11/3/2022 15:11,มินนี่,ทานที่ร้าน,-,เงินสด,฿324,฿0,฿0,฿500,฿0,฿176,฿0
3001134,4402,11/3/2022 13:03,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿200,฿0,฿0,฿200,฿0,฿0,฿0
3001133,4403,11/3/2022 13:03,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿275,฿0,฿0,฿275,฿0,฿0,฿0
3001132,4404,11/3/2022 13:00,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿235,฿0,฿0,฿235,฿0,฿0,฿0
3001131,4405,11/3/2022 12:02,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿175,฿0,฿0,฿175,฿0,฿0,฿0
3001130,4406,11/3/2022 11:48,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿142,฿0,฿0,฿142,฿0,฿0,฿0
3001129,4407,11/3/2022 11:33,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿120,฿0,฿0,฿120,฿0,฿0,฿0
3001128,4408,10/3/2022 21:00,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿330,฿0,฿0,฿330,฿0,฿0,฿0
3001127,4409,10/3/2022 20:27,มินนี่,ทานที่ร้าน,-,โอนเงิน,"฿1,050",฿0,฿0,"฿1,050",฿0,฿0,฿0
3001126,4410,10/3/2022 20:14,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿354,฿0,฿0,฿354,฿0,฿0,฿0
3001125,4411,10/3/2022 19:22,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿310,฿0,฿0,฿310,฿0,฿0,฿0
3001124,4412,10/3/2022 19:14,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿20,฿0,฿0,฿50,฿0,฿30,฿0
3001123,4413,10/3/2022 19:13,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿269,฿0,฿0,฿269,฿0,฿0,฿0
3001122,4414,10/3/2022 19:12,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿120,฿0,฿0,฿120,฿0,฿0,฿0
3001121,4415,10/3/2022 19:07,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿160,฿0,฿0,฿160,฿0,฿0,฿0
3001120,4416,10/3/2022 18:57,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿125,฿0,฿0,฿125,฿0,฿0,฿0
3001119,4417,10/3/2022 18:44,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿369,฿0,฿0,฿369,฿0,฿0,฿0
3001118,4418,10/3/2022 18:40,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿394,฿0,฿0,฿394,฿0,฿0,฿0
3001117,4419,10/3/2022 17:54,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿119,฿0,฿0,฿119,฿0,฿0,฿0
3001116,4420,10/3/2022 17:40,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿180,฿0,฿0,฿180,฿0,฿0,฿0
3001115,4421,10/3/2022 17:29,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿369,฿0,฿0,฿369,฿0,฿0,฿0
3001114,4422,10/3/2022 17:26,มินนี่,ทานที่ร้าน,-,เงินสด,฿142,฿0,฿0,฿202,฿0,฿60,฿0
3001113,4423,10/3/2022 17:20,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿185,฿0,฿0,฿185,฿0,฿0,฿0
3001112,4424,10/3/2022 17:09,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿110,฿0,฿0,฿120,฿0,฿10,฿0
3001111,4425,10/3/2022 17:00,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿330,฿0,฿0,฿330,฿0,฿0,฿0
3001110,4426,10/3/2022 16:41,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿165,฿0,฿0,฿165,฿0,฿0,฿0
3001109,4427,10/3/2022 14:24,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿470,฿0,฿0,฿470,฿0,฿0,฿0
3001108,4428,10/3/2022 13:00,มินนี่,ทานที่ร้าน,-,เงินสด,฿77,฿0,฿0,฿100,฿0,฿23,฿0
3001107,4429,10/3/2022 12:59,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿279,-฿11,฿0,฿279,฿0,฿0,฿0
3001106,4430,10/3/2022 12:50,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿240,฿0,฿0,"฿1,000",฿0,฿760,฿0
3001105,4431,10/3/2022 12:45,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿195,฿0,฿0,฿195,฿0,฿0,฿0
3001104,4432,10/3/2022 12:34,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿105,฿0,฿0,฿105,฿0,฿0,฿0
3001103,4433,10/3/2022 12:28,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿55,฿0,฿0,฿70,฿0,฿15,฿0
3001102,4434,10/3/2022 12:27,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿150,฿0,฿0,฿150,฿0,฿0,฿0
3001101,4435,10/3/2022 12:26,มินนี่,ทานที่ร้าน,-,เงินสด,฿264,฿0,฿0,฿300,฿0,฿36,฿0
3001100,4436,10/3/2022 12:20,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿80,฿0,฿0,฿80,฿0,฿0,฿0
3001099,4437,10/3/2022 12:15,มินนี่,ทานที่ร้าน,-,เงินสด,฿820,฿0,฿0,฿900,฿0,฿80,฿0
3001098,4438,10/3/2022 11:53,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿180,฿0,฿0,฿180,฿0,฿0,฿0
3001097,4439,10/3/2022 11:48,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿249,฿0,฿0,฿500,฿0,฿251,฿0
3001096,4440,10/3/2022 11:13,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿444,฿0,฿0,฿444,฿0,฿0,฿0
3001095,4441,9/3/2022 21:05,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿194,฿0,฿0,฿194,฿0,฿0,฿0
3001094,4442,9/3/2022 20:56,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿264,฿0,฿0,฿264,฿0,฿0,฿0
3001093,4443,9/3/2022 20:52,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿514,฿0,฿0,฿514,฿0,฿0,฿0
3001092,4444,9/3/2022 20:35,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿130,฿0,฿0,฿130,฿0,฿0,฿0
3001091,4445,9/3/2022 20:10,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿200,฿0,฿0,฿200,฿0,฿0,฿0
3001090,4446,9/3/2022 19:45,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿169,฿0,฿0,฿169,฿0,฿0,฿0
3001089,4447,9/3/2022 19:41,มินนี่,ทานที่ร้าน,-,เงินสด,฿205,฿0,฿0,฿500,฿0,฿295,฿0
3001088,4448,9/3/2022 19:38,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿250,฿0,฿0,฿250,฿0,฿0,฿0
3001087,4449,9/3/2022 19:10,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿250,฿0,฿0,฿250,฿0,฿0,฿0
3001086,4450,9/3/2022 18:57,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿214,฿0,฿0,฿214,฿0,฿0,฿0
3001085,4451,9/3/2022 18:57,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿227,฿0,฿0,฿227,฿0,฿0,฿0
3001084,4452,9/3/2022 18:48,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿175,฿0,฿0,฿175,฿0,฿0,฿0
3001083,4453,9/3/2022 18:47,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿519,฿0,฿0,฿519,฿0,฿0,฿0
3001082,4454,9/3/2022 18:19,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿461,฿0,฿0,฿461,฿0,฿0,฿0
3001081,4455,9/3/2022 18:17,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿65,฿0,฿0,฿500,฿0,฿435,฿0
3001080,4456,9/3/2022 18:16,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿90,฿0,฿0,฿90,฿0,฿0,฿0
3001079,4457,9/3/2022 18:12,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿65,฿0,฿0,฿65,฿0,฿0,฿0
3001078,4458,9/3/2022 18:02,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿294,฿0,฿0,฿294,฿0,฿0,฿0
3001077,4459,9/3/2022 16:28,มินนี่,ทานที่ร้าน,-,เงินสด,฿379,฿0,฿0,"฿1,000",฿0,฿621,฿0
3001076,4460,9/3/2022 15:38,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿559,฿0,฿0,฿559,฿0,฿0,฿0
3001075,4461,9/3/2022 15:13,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿65,฿0,฿0,฿65,฿0,฿0,฿0
3001074,4462,9/3/2022 15:13,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿65,฿0,฿0,฿65,฿0,฿0,฿0
3001073,4463,9/3/2022 15:00,มินนี่,ทานที่ร้าน,-,เงินสด,฿279,฿0,฿0,฿300,฿0,฿21,฿0
3001072,4464,9/3/2022 14:42,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿110,฿0,฿0,฿120,฿0,฿10,฿0
3001071,4465,9/3/2022 14:36,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿80,฿0,฿0,฿80,฿0,฿0,฿0
3001070,4466,9/3/2022 14:32,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿110,฿0,฿0,฿150,฿0,฿40,฿0
3001069,4467,9/3/2022 14:05,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿130,฿0,฿0,฿140,฿0,฿10,฿0
3001068,4468,9/3/2022 13:57,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿20,฿0,฿0,฿20,฿0,฿0,฿0
3001067,4469,9/3/2022 13:56,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿240,฿0,฿0,฿240,฿0,฿0,฿0
3001066,4470,9/3/2022 13:07,มินนี่,ทานที่ร้าน,-,เงินสด,฿229,฿0,฿0,฿500,฿0,฿271,฿0
3001065,4471,9/3/2022 13:04,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿20,฿0,฿0,฿20,฿0,฿0,฿0
3001064,4472,9/3/2022 13:03,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿180,฿0,฿0,฿180,฿0,฿0,฿0
3001063,4473,9/3/2022 12:53,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿431,฿0,฿0,฿431,฿0,฿0,฿0
3001062,4474,9/3/2022 12:49,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿180,฿0,฿0,฿180,฿0,฿0,฿0
3001061,4475,9/3/2022 12:44,มินนี่,ทานที่ร้าน,-,เงินสด,฿450,฿0,฿0,฿450,฿0,฿0,฿0
3001060,4476,9/3/2022 12:39,มินนี่,สั่งกลับบ้าน,FoodPanda,อื่นๆ,฿90,฿0,฿0,฿90,฿0,฿0,฿0
