ref_no,time,vendor,bill_type,pickup_type,payment_method,sale,payment,tip,change
3006084,13/9/2022 13:21,1,2,3,3,175.0,175.0,0.0,0.0
3006085,13/9/2022 13:31,1,2,3,3,90.0,90.0,0.0,0.0
3006086,13/9/2022 14:33,1,2,4,3,615.0,615.0,0.0,0.0
3006087,13/9/2022 14:43,1,1,1,1,75.0,75.0,0.0,0.0
3006088,13/9/2022 15:19,1,2,3,3,145.0,145.0,0.0,0.0
3006089,13/9/2022 15:32,1,2,2,2,65.0,100.0,0.0,35.0
3006090,13/9/2022 15:41,1,2,4,3,75.0,75.0,0.0,0.0
3006091,13/9/2022 15:47,1,2,7,3,150.0,150.0,0.0,0.0
3006092,13/9/2022 16:11,1,2,6,3,150.0,150.0,0.0,0.0
3006093,13/9/2022 16:36,1,2,4,3,729.0,729.0,0.0,0.0
3006094,13/9/2022 17:10,1,2,2,2,75.0,100.0,0.0,25.0
3006095,13/9/2022 17:15,1,2,2,1,140.0,140.0,0.0,0.0
3006096,13/9/2022 17:26,1,2,3,3,235.0,235.0,0.0,0.0
3006097,13/9/2022 18:06,1,2,7,3,309.0,309.0,0.0,0.0
3006098,13/9/2022 18:12,1,2,3,3,279.0,279.0,0.0,0.0
3006099,13/9/2022 18:18,1,2,6,3,304.0,304.0,0.0,0.0
3006100,13/9/2022 18:23,1,2,7,3,105.0,105.0,0.0,0.0
3006102,13/9/2022 18:54,1,2,2,2,130.0,130.0,0.0,0.0
3006103,13/9/2022 18:55,1,2,3,3,349.0,349.0,0.0,0.0
3006104,13/9/2022 19:21,1,2,3,3,245.0,245.0,0.0,0.0
3006105,13/9/2022 19:35,1,2,3,3,250.0,250.0,0.0,0.0
3006106,13/9/2022 20:00,1,1,1,1,182.0,182.0,0.0,0.0
3006107,13/9/2022 20:17,1,2,3,3,290.0,290.0,0.0,0.0
3006108,14/9/2022 10:17,1,2,3,3,185.0,185.0,0.0,0.0
3006109,14/9/2022 11:45,1,2,6,3,195.0,195.0,0.0,0.0
3006110,14/9/2022 11:52,1,2,2,3,160.0,160.0,0.0,0.0
3006111,14/9/2022 12:00,1,2,2,2,895.0,1000.0,0.0,105.0
3006112,14/9/2022 12:01,1,2,3,3,75.0,75.0,0.0,0.0
3006113,14/9/2022 12:16,1,2,2,2,120.0,120.0,0.0,0.0
3006114,14/9/2022 12:38,1,2,4,3,335.0,335.0,0.0,0.0
3006115,14/9/2022 12:43,1,2,7,3,225.0,225.0,0.0,0.0
3006116,14/9/2022 12:49,1,1,1,1,419.0,419.0,0.0,0.0
3006119,14/9/2022 13:06,1,1,1,2,726.0,1000.0,0.0,274.0
3006120,14/9/2022 13:13,1,2,4,3,85.0,85.0,0.0,0.0
3006121,14/9/2022 13:17,1,1,1,2,426.0,500.0,0.0,74.0
3006123,14/9/2022 13:29,1,2,7,3,155.0,155.0,0.0,0.0
3006125,14/9/2022 13:32,1,1,1,2,73.0,100.0,0.0,27.0
3006126,14/9/2022 13:40,1,2,7,3,140.0,140.0,0.0,0.0
3006127,14/9/2022 13:43,1,1,1,2,471.0,500.0,0.0,29.0
3006128,14/9/2022 14:26,1,2,2,1,130.0,130.0,0.0,0.0
3006129,14/9/2022 15:45,1,2,3,3,165.0,165.0,0.0,0.0
3006130,14/9/2022 16:08,1,2,2,1,150.0,150.0,0.0,0.0
3006131,14/9/2022 16:43,1,2,7,3,75.0,75.0,0.0,0.0
3006132,14/9/2022 16:52,1,2,3,3,289.0,289.0,0.0,0.0
3006133,14/9/2022 16:52,1,2,2,1,65.0,65.0,0.0,0.0
3006134,14/9/2022 16:53,1,2,3,3,90.0,90.0,0.0,0.0
3006135,14/9/2022 17:05,1,2,7,3,165.0,165.0,0.0,0.0
3006136,14/9/2022 17:13,1,2,7,3,235.0,235.0,0.0,0.0
3006137,14/9/2022 18:11,1,2,3,3,190.0,190.0,0.0,0.0
3006138,14/9/2022 18:14,1,2,4,3,300.0,300.0,0.0,0.0
3006139,14/9/2022 18:27,1,2,2,2,95.0,100.0,0.0,5.0
3006140,14/9/2022 18:29,1,2,6,3,379.0,379.0,0.0,0.0
3006141,14/9/2022 19:04,1,2,4,3,225.0,225.0,0.0,0.0
3006142,14/9/2022 19:11,1,1,1,1,409.0,409.0,0.0,0.0
3006143,14/9/2022 20:06,1,2,3,3,175.0,175.0,0.0,0.0
3006144,14/9/2022 20:27,1,2,2,1,300.0,300.0,0.0,0.0
3006145,14/9/2022 20:31,1,1,1,1,1028.0,1028.0,0.0,0.0
3006146,14/9/2022 20:38,1,2,2,1,270.0,270.0,0.0,0.0
3006147,15/9/2022 10:00,1,2,3,3,165.0,165.0,0.0,0.0
3006148,15/9/2022 10:17,1,2,3,3,155.0,155.0,0.0,0.0
3006149,15/9/2022 10:24,1,2,4,3,90.0,90.0,0.0,0.0
3006150,15/9/2022 11:01,1,2,2,2,15.0,100.0,0.0,85.0
3006151,15/9/2022 11:01,1,2,4,3,150.0,150.0,0.0,0.0
3006152,15/9/2022 11:51,1,2,2,2,600.0,1000.0,0.0,400.0
3006153,15/9/2022 12:33,1,1,1,1,336.0,336.0,0.0,0.0
3006154,15/9/2022 12:36,1,2,3,3,150.0,150.0,0.0,0.0
3006155,15/9/2022 12:36,1,2,7,3,95.0,95.0,0.0,0.0
3006156,15/9/2022 12:37,1,2,3,3,175.0,175.0,0.0,0.0
3006157,15/9/2022 12:38,1,1,1,2,249.0,260.0,0.0,11.0
3006158,15/9/2022 12:44,1,1,1,1,459.0,459.0,0.0,0.0
3006159,15/9/2022 12:52,1,1,1,1,960.0,960.0,0.0,0.0
3006160,15/9/2022 12:55,1,1,1,1,516.0,516.0,0.0,0.0
3006161,15/9/2022 12:56,1,2,3,3,165.0,165.0,0.0,0.0
3006162,15/9/2022 12:56,1,2,7,3,15.0,15.0,0.0,0.0
3006164,15/9/2022 13:08,1,1,1,1,353.0,353.0,0.0,0.0
3006165,15/9/2022 13:27,1,2,3,3,405.0,405.0,0.0,0.0
3006166,15/9/2022 13:27,1,2,3,3,165.0,165.0,0.0,0.0
3006167,15/9/2022 13:46,1,1,1,2,558.0,1000.0,0.0,442.0
3006168,15/9/2022 13:47,1,1,1,1,719.0,719.0,0.0,0.0
3006169,15/9/2022 13:47,1,2,4,3,525.0,525.0,0.0,0.0
3006170,15/9/2022 13:48,1,1,1,1,421.0,421.0,0.0,0.0
3006171,15/9/2022 14:39,1,1,1,1,337.0,337.0,0.0,0.0
3006172,15/9/2022 14:39,1,2,4,3,350.0,350.0,0.0,0.0
3006173,15/9/2022 16:00,1,2,3,3,185.0,185.0,0.0,0.0
3006174,15/9/2022 16:12,1,1,1,1,184.0,184.0,0.0,0.0
3006175,15/9/2022 17:37,1,2,3,3,424.0,424.0,0.0,0.0
3006176,15/9/2022 17:54,1,2,2,3,230.0,230.0,0.0,0.0
3006177,15/9/2022 17:57,1,2,7,3,140.0,140.0,0.0,0.0
3006178,15/9/2022 17:57,1,2,3,3,250.0,250.0,0.0,0.0
3006179,15/9/2022 18:01,1,2,3,3,145.0,145.0,0.0,0.0
3006180,15/9/2022 18:11,1,2,2,2,75.0,100.0,0.0,25.0
3006181,15/9/2022 18:25,1,2,3,3,115.0,115.0,0.0,0.0
3006182,15/9/2022 18:29,1,1,1,1,545.0,545.0,0.0,0.0
3006183,15/9/2022 18:30,1,1,1,2,97.0,100.0,0.0,3.0
3006184,15/9/2022 18:32,1,2,4,3,250.0,250.0,0.0,0.0
3006185,15/9/2022 18:38,1,1,1,1,385.0,385.0,0.0,0.0
3006186,15/9/2022 19:23,1,2,7,3,435.0,435.0,0.0,0.0
3006187,15/9/2022 19:43,1,2,2,1,1485.0,1485.0,0.0,0.0
3006188,15/9/2022 19:45,1,1,1,1,97.0,97.0,0.0,0.0
3006189,15/9/2022 20:15,1,1,1,1,519.0,519.0,0.0,0.0
3006190,15/9/2022 20:34,1,2,2,2,20.0,20.0,0.0,0.0
3006192,15/9/2022 20:42,1,2,7,3,90.0,90.0,0.0,0.0
3006193,15/9/2022 20:47,1,1,1,1,184.0,184.0,0.0,0.0
3006194,16/9/2022 9:53,1,2,6,3,315.0,315.0,0.0,0.0
3006195,16/9/2022 10:21,1,2,7,3,135.0,135.0,0.0,0.0
3006196,16/9/2022 10:31,1,2,3,3,344.0,344.0,0.0,0.0
3006197,16/9/2022 11:31,1,2,4,3,289.0,289.0,0.0,0.0
3006198,16/9/2022 11:33,1,2,2,1,65.0,65.0,0.0,0.0
3006199,16/9/2022 11:42,1,2,3,3,160.0,160.0,0.0,0.0
3006200,16/9/2022 11:52,1,2,3,3,100.0,100.0,0.0,0.0
3006201,16/9/2022 12:16,1,2,3,3,165.0,165.0,0.0,0.0
3006202,16/9/2022 12:20,1,1,1,2,504.0,520.0,0.0,16.0
3006203,16/9/2022 12:24,1,1,1,1,279.0,279.0,0.0,0.0
3006204,16/9/2022 12:37,1,2,7,3,225.0,225.0,0.0,0.0
3006205,16/9/2022 12:41,1,1,1,1,538.0,538.0,0.0,0.0
3006206,16/9/2022 12:41,1,1,1,1,540.0,540.0,0.0,0.0
3006207,16/9/2022 12:48,1,1,1,1,142.0,142.0,0.0,0.0
3006209,16/9/2022 12:55,1,1,1,1,623.0,623.0,0.0,0.0
3006210,16/9/2022 12:56,1,1,1,1,152.0,152.0,0.0,0.0
3006211,16/9/2022 12:58,1,1,1,1,316.0,316.0,0.0,0.0
3006212,16/9/2022 13:03,1,1,1,1,625.0,625.0,0.0,0.0
3006213,16/9/2022 13:06,1,1,1,1,404.0,404.0,0.0,0.0
3006214,16/9/2022 13:24,1,1,1,2,300.0,500.0,0.0,200.0
3006215,16/9/2022 13:28,1,1,1,1,458.0,458.0,0.0,0.0
3006216,16/9/2022 13:37,1,2,3,3,160.0,160.0,0.0,0.0
3006217,16/9/2022 13:51,1,2,4,3,165.0,165.0,0.0,0.0
3006218,16/9/2022 13:52,1,2,3,3,464.0,464.0,0.0,0.0
3006219,16/9/2022 13:52,1,2,4,3,100.0,100.0,0.0,0.0
3006220,16/9/2022 13:54,1,2,3,3,195.0,195.0,0.0,0.0
3006221,16/9/2022 14:10,1,2,2,2,175.0,200.0,0.0,25.0
3006222,16/9/2022 14:55,1,1,1,1,722.0,722.0,0.0,0.0
3006223,16/9/2022 15:11,1,2,3,3,140.0,140.0,0.0,0.0
3006224,16/9/2022 15:25,1,2,3,3,199.0,199.0,0.0,0.0
3006225,16/9/2022 15:34,1,2,3,3,160.0,160.0,0.0,0.0
3006226,16/9/2022 15:58,1,2,3,3,280.0,280.0,0.0,0.0
3006227,16/9/2022 16:24,1,2,3,3,389.0,389.0,0.0,0.0
3006228,16/9/2022 16:24,1,2,3,3,145.0,145.0,0.0,0.0
3006229,16/9/2022 17:01,1,2,2,1,75.0,75.0,0.0,0.0
3006230,16/9/2022 17:27,1,2,3,3,240.0,240.0,0.0,0.0
3006231,16/9/2022 17:41,1,2,2,2,205.0,500.0,0.0,295.0
3006232,16/9/2022 18:27,1,2,6,3,319.0,319.0,0.0,0.0
3006233,16/9/2022 18:27,1,2,3,3,180.0,180.0,0.0,0.0
3006234,16/9/2022 18:51,1,2,4,3,524.0,524.0,0.0,0.0
3006236,16/9/2022 18:57,1,2,3,3,100.0,100.0,0.0,0.0
3006237,16/9/2022 19:13,1,2,3,3,260.0,260.0,0.0,0.0
3006238,16/9/2022 20:15,1,2,6,3,100.0,100.0,0.0,0.0
3006239,16/9/2022 20:23,1,1,1,1,679.0,679.0,0.0,0.0
3006240,16/9/2022 20:33,1,2,7,3,90.0,90.0,0.0,0.0
3006241,17/9/2022 10:01,1,2,3,3,185.0,185.0,0.0,0.0
3006242,17/9/2022 10:11,1,2,3,3,129.0,129.0,0.0,0.0
3006243,17/9/2022 10:44,1,2,3,3,145.0,145.0,0.0,0.0
3006244,17/9/2022 10:54,1,2,2,2,10.0,10.0,0.0,0.0
3006245,17/9/2022 10:59,1,1,1,2,345.0,1000.0,0.0,655.0
3006246,17/9/2022 11:48,1,2,3,3,165.0,165.0,0.0,0.0
3006247,17/9/2022 11:55,1,2,7,3,90.0,90.0,0.0,0.0
3006248,17/9/2022 12:00,1,2,4,3,418.0,418.0,0.0,0.0
3006249,17/9/2022 12:18,1,2,2,1,150.0,150.0,0.0,0.0
3006250,17/9/2022 13:53,1,2,3,3,753.0,753.0,0.0,0.0
3006251,17/9/2022 14:01,1,2,7,3,80.0,80.0,0.0,0.0
3006252,17/9/2022 14:19,1,2,6,3,339.0,339.0,0.0,0.0
3006253,17/9/2022 14:25,1,2,3,3,454.0,454.0,0.0,0.0
3006254,17/9/2022 14:30,1,1,1,1,454.0,454.0,0.0,0.0
3006255,17/9/2022 14:46,1,2,3,3,145.0,145.0,0.0,0.0
3006256,17/9/2022 14:59,1,2,4,3,515.0,515.0,0.0,0.0
3006257,17/9/2022 16:33,1,2,3,3,145.0,145.0,0.0,0.0
3006258,17/9/2022 16:43,1,2,2,3,65.0,65.0,0.0,0.0
3006259,17/9/2022 17:13,1,2,2,2,65.0,100.0,0.0,35.0
3006260,17/9/2022 17:24,1,2,3,3,139.0,139.0,0.0,0.0
3006261,17/9/2022 17:24,1,2,3,3,165.0,165.0,0.0,0.0
3006262,17/9/2022 17:26,1,2,6,3,290.0,290.0,0.0,0.0
3006263,17/9/2022 17:54,1,2,3,3,250.0,250.0,0.0,0.0
3006264,17/9/2022 18:09,1,2,4,3,305.0,305.0,0.0,0.0
3006265,17/9/2022 18:27,1,2,4,3,219.0,219.0,0.0,0.0
3006266,17/9/2022 19:04,1,1,1,1,85.0,85.0,0.0,0.0
3006267,17/9/2022 19:04,1,2,2,1,130.0,130.0,0.0,0.0
3006268,17/9/2022 19:19,1,2,2,2,75.0,100.0,0.0,25.0
3006269,17/9/2022 19:40,1,1,1,1,274.0,274.0,0.0,0.0
3006270,17/9/2022 19:45,1,2,2,1,65.0,65.0,0.0,0.0
3006271,17/9/2022 20:01,1,1,1,2,324.0,500.0,0.0,176.0
3006272,17/9/2022 20:14,1,1,1,1,189.0,189.0,0.0,0.0
3006274,19/9/2022 10:14,1,2,3,3,455.0,455.0,0.0,0.0
3006275,19/9/2022 10:14,1,2,7,3,140.0,140.0,0.0,0.0
3006276,19/9/2022 10:23,1,2,3,3,199.0,199.0,0.0,0.0
3006277,19/9/2022 11:05,1,1,1,1,65.0,65.0,0.0,0.0
3006278,19/9/2022 11:19,1,2,3,3,245.0,245.0,0.0,0.0
3006279,19/9/2022 11:30,1,2,7,3,180.0,180.0,0.0,0.0
3006280,19/9/2022 12:25,1,2,4,3,570.0,570.0,0.0,0.0
3006281,19/9/2022 12:29,1,1,1,1,304.0,304.0,0.0,0.0
3006282,19/9/2022 12:32,1,2,2,3,65.0,65.0,0.0,0.0
3006283,19/9/2022 12:46,1,2,3,3,168.0,168.0,0.0,0.0
3006284,19/9/2022 12:48,1,1,1,1,294.0,294.0,0.0,0.0
3006285,19/9/2022 12:49,1,2,2,1,65.0,65.0,0.0,0.0
3006286,19/9/2022 12:56,1,1,1,2,314.0,320.0,0.0,6.0
3006287,19/9/2022 12:59,1,1,1,1,436.0,436.0,0.0,0.0
3006288,19/9/2022 13:16,1,2,3,3,279.0,279.0,0.0,0.0
3006289,19/9/2022 14:01,1,2,3,3,160.0,160.0,0.0,0.0
3006290,19/9/2022 14:02,1,1,1,1,297.0,297.0,0.0,0.0
3006291,19/9/2022 14:04,1,1,1,1,215.0,215.0,0.0,0.0
3006292,19/9/2022 14:29,1,1,1,1,205.0,205.0,0.0,0.0
3006293,19/9/2022 14:29,1,2,3,3,235.0,235.0,0.0,0.0
3006294,19/9/2022 14:57,1,1,1,1,412.0,412.0,0.0,0.0
3006295,19/9/2022 16:22,1,1,1,1,590.0,590.0,0.0,0.0
3006296,19/9/2022 16:28,1,1,1,2,8.0,8.0,0.0,0.0
3006297,19/9/2022 17:00,1,2,2,2,75.0,500.0,0.0,425.0
3006298,19/9/2022 17:07,1,2,3,3,205.0,205.0,0.0,0.0
3006299,19/9/2022 17:18,1,2,3,3,465.0,465.0,0.0,0.0
3006300,19/9/2022 18:48,1,2,4,3,185.0,185.0,0.0,0.0
3006301,19/9/2022 18:51,1,2,7,3,245.0,245.0,0.0,0.0
3006302,19/9/2022 19:12,1,1,1,1,324.0,324.0,0.0,0.0
3006303,19/9/2022 19:22,1,2,3,3,90.0,90.0,0.0,0.0
3006304,19/9/2022 19:53,1,2,3,3,444.0,444.0,0.0,0.0
3006305,19/9/2022 20:02,1,2,4,3,255.0,255.0,0.0,0.0
3006306,19/9/2022 20:38,1,2,6,3,160.0,160.0,0.0,0.0
3006307,20/9/2022 10:19,1,2,3,3,100.0,100.0,0.0,0.0
3006308,20/9/2022 10:40,1,2,3,3,190.0,190.0,0.0,0.0
3006309,20/9/2022 11:13,1,2,4,3,545.0,545.0,0.0,0.0
3006310,20/9/2022 11:21,1,2,4,3,279.0,279.0,0.0,0.0
3006311,20/9/2022 12:12,1,2,3,3,75.0,75.0,0.0,0.0
3006313,20/9/2022 12:47,1,1,1,1,359.0,359.0,0.0,0.0
3006314,20/9/2022 12:55,1,1,1,1,481.0,481.0,0.0,0.0
3006315,20/9/2022 13:04,1,1,1,1,678.0,678.0,0.0,0.0
3006316,20/9/2022 13:04,1,1,1,1,464.0,464.0,0.0,0.0
3006317,20/9/2022 13:07,1,1,1,1,457.0,457.0,0.0,0.0
3006318,20/9/2022 13:12,1,1,1,2,625.0,700.0,0.0,75.0
3006319,20/9/2022 13:16,1,1,1,1,279.0,279.0,0.0,0.0
3006320,20/9/2022 13:26,1,2,4,3,200.0,200.0,0.0,0.0
3006321,20/9/2022 14:27,1,1,1,1,851.0,851.0,0.0,0.0
3006322,20/9/2022 15:08,1,2,4,3,380.0,380.0,0.0,0.0
3006323,20/9/2022 16:05,1,2,3,3,175.0,175.0,0.0,0.0
3006324,20/9/2022 16:06,1,2,7,3,105.0,105.0,0.0,0.0
3006325,20/9/2022 16:17,1,1,1,1,249.0,249.0,0.0,0.0
3006326,20/9/2022 16:39,1,2,3,3,100.0,100.0,0.0,0.0
3006327,20/9/2022 17:05,1,2,6,3,100.0,100.0,0.0,0.0
3006328,20/9/2022 17:11,1,2,2,2,10.0,10.0,0.0,0.0
3006329,20/9/2022 17:13,1,2,4,3,210.0,210.0,0.0,0.0
3006330,20/9/2022 17:48,1,2,3,3,354.0,354.0,0.0,0.0
3006331,20/9/2022 17:50,1,2,2,1,10.0,10.0,0.0,0.0
3006332,20/9/2022 18:16,1,2,4,3,504.0,504.0,0.0,0.0
3006333,20/9/2022 18:16,1,2,3,3,469.0,469.0,0.0,0.0
3006335,20/9/2022 18:51,1,2,2,3,75.0,75.0,0.0,0.0
3006336,20/9/2022 19:38,1,2,6,3,190.0,190.0,0.0,0.0
3006337,20/9/2022 19:38,1,2,3,3,165.0,165.0,0.0,0.0
3006338,20/9/2022 20:28,1,2,2,1,215.0,215.0,0.0,0.0
3006339,20/9/2022 20:36,1,2,4,3,358.0,358.0,0.0,0.0
3006340,21/9/2022 10:03,1,2,6,3,450.0,450.0,0.0,0.0
3006341,21/9/2022 10:40,1,2,6,3,175.0,175.0,0.0,0.0
3006342,21/9/2022 10:46,1,2,6,3,85.0,85.0,0.0,0.0
3006343,21/9/2022 11:13,1,2,3,3,90.0,90.0,0.0,0.0
3006344,21/9/2022 11:24,1,2,3,3,165.0,165.0,0.0,0.0
3006345,21/9/2022 11:51,1,2,2,1,10.0,10.0,0.0,0.0
3006346,21/9/2022 11:51,1,2,2,1,10.0,10.0,0.0,0.0
3006347,21/9/2022 12:01,1,2,2,2,75.0,75.0,0.0,0.0
3006348,21/9/2022 12:01,1,2,2,3,485.0,485.0,0.0,0.0
3006349,21/9/2022 12:05,1,2,7,3,75.0,75.0,0.0,0.0
3006350,21/9/2022 12:28,1,2,2,1,75.0,75.0,0.0,0.0
3006351,21/9/2022 12:29,1,1,1,1,533.0,533.0,0.0,0.0
3006352,21/9/2022 12:31,1,1,1,1,514.0,514.0,0.0,0.0
3006353,21/9/2022 12:42,1,1,1,1,346.0,346.0,0.0,0.0
3006355,21/9/2022 12:44,1,2,2,1,105.0,105.0,0.0,0.0
3006356,21/9/2022 12:44,1,2,2,1,78.0,78.0,0.0,0.0
3006357,21/9/2022 12:59,1,1,1,1,453.0,453.0,0.0,0.0
3006358,21/9/2022 13:06,1,2,4,3,235.0,235.0,0.0,0.0
3006359,21/9/2022 13:15,1,1,1,1,630.0,630.0,0.0,0.0
3006362,21/9/2022 13:22,1,1,1,2,178.0,200.0,0.0,22.0
3006363,21/9/2022 13:27,1,1,1,2,162.0,200.0,0.0,38.0
3006365,21/9/2022 13:52,1,1,1,2,294.0,500.0,0.0,206.0
3006366,21/9/2022 14:02,1,1,1,1,324.0,324.0,0.0,0.0
3006367,21/9/2022 14:19,1,2,6,3,100.0,100.0,0.0,0.0
3006368,21/9/2022 15:24,1,2,3,3,153.0,153.0,0.0,0.0
3006369,21/9/2022 15:49,1,2,3,3,145.0,145.0,0.0,0.0
3006370,21/9/2022 17:36,1,2,2,1,85.0,85.0,0.0,0.0
3006371,21/9/2022 17:36,1,2,3,3,289.0,289.0,0.0,0.0
3006372,21/9/2022 17:36,1,2,6,3,445.0,445.0,0.0,0.0
3006373,21/9/2022 17:57,1,2,2,3,75.0,75.0,0.0,0.0
3006374,21/9/2022 18:25,1,2,4,3,135.0,135.0,0.0,0.0
3006375,21/9/2022 18:27,1,2,4,3,175.0,175.0,0.0,0.0
3006376,21/9/2022 18:50,1,1,1,1,284.0,284.0,0.0,0.0
3006377,21/9/2022 19:00,1,2,3,3,144.0,144.0,0.0,0.0
3006379,21/9/2022 19:15,1,2,3,3,379.0,379.0,0.0,0.0
3006380,21/9/2022 19:45,1,2,6,3,150.0,150.0,0.0,0.0
3006381,21/9/2022 19:49,1,2,3,3,314.0,314.0,0.0,0.0
3006382,21/9/2022 20:02,1,1,1,1,97.0,97.0,0.0,0.0
3006383,21/9/2022 20:03,1,2,4,3,463.0,463.0,0.0,0.0
3006384,22/9/2022 10:02,1,2,3,3,205.0,205.0,0.0,0.0
3006385,22/9/2022 10:17,1,2,3,3,155.0,155.0,0.0,0.0
3006386,22/9/2022 10:27,1,2,7,3,90.0,90.0,0.0,0.0
3006387,22/9/2022 11:24,1,2,2,3,55.0,55.0,0.0,0.0
3006388,22/9/2022 11:25,1,2,7,3,105.0,105.0,0.0,0.0
3006389,22/9/2022 11:42,1,2,2,2,10.0,10.0,0.0,0.0
3006390,22/9/2022 11:44,1,2,3,3,369.0,369.0,0.0,0.0
3006391,22/9/2022 12:20,1,2,2,2,230.0,1000.0,0.0,770.0
3006392,22/9/2022 12:32,1,2,7,3,95.0,95.0,0.0,0.0
3006393,22/9/2022 12:41,1,1,1,1,334.0,334.0,0.0,0.0
3006394,22/9/2022 12:42,1,2,4,3,559.0,559.0,0.0,0.0
3006395,22/9/2022 12:58,1,1,1,2,576.0,1000.0,0.0,424.0
3006396,22/9/2022 13:00,1,1,1,1,391.0,391.0,0.0,0.0
3006397,22/9/2022 13:03,1,1,1,1,192.0,192.0,0.0,0.0
3006398,22/9/2022 13:31,1,1,1,1,409.0,409.0,0.0,0.0
3006399,22/9/2022 13:37,1,2,3,3,139.0,139.0,0.0,0.0
3006400,22/9/2022 14:17,1,2,3,3,108.0,108.0,0.0,0.0
3006401,22/9/2022 15:35,1,2,6,3,180.0,180.0,0.0,0.0
3006402,22/9/2022 17:51,1,2,2,1,150.0,150.0,0.0,0.0
3006403,22/9/2022 17:51,1,2,3,3,223.0,223.0,0.0,0.0
3006404,22/9/2022 17:51,1,2,4,3,304.0,304.0,0.0,0.0
3006405,22/9/2022 18:18,1,2,7,3,365.0,365.0,0.0,0.0
3006406,22/9/2022 18:19,1,1,1,1,259.0,259.0,0.0,0.0
3006407,22/9/2022 18:39,1,2,3,3,175.0,175.0,0.0,0.0
3006408,22/9/2022 19:36,1,2,2,1,175.0,175.0,0.0,0.0
3006409,22/9/2022 20:06,1,1,1,1,97.0,97.0,0.0,0.0
3006410,22/9/2022 20:40,1,1,1,1,515.0,515.0,0.0,0.0
3006411,23/9/2022 10:08,1,2,3,3,285.0,285.0,0.0,0.0
3006412,23/9/2022 11:14,1,2,3,3,345.0,345.0,0.0,0.0
3006413,23/9/2022 11:23,1,2,2,1,75.0,75.0,0.0,0.0
3006414,23/9/2022 11:24,1,2,2,1,150.0,150.0,0.0,0.0
3006415,23/9/2022 11:43,1,1,1,1,65.0,65.0,0.0,0.0
3006416,23/9/2022 11:50,1,2,3,3,180.0,180.0,0.0,0.0
3006418,23/9/2022 12:02,1,1,1,2,652.0,652.0,0.0,0.0
3006419,23/9/2022 12:15,1,1,1,1,122.0,122.0,0.0,0.0
3006420,23/9/2022 12:25,1,1,1,2,235.0,1005.0,0.0,770.0
3006421,23/9/2022 12:28,1,2,3,3,289.0,289.0,0.0,0.0
3006422,23/9/2022 12:45,1,1,1,1,561.0,561.0,0.0,0.0
3006423,23/9/2022 12:51,1,1,1,1,533.0,533.0,0.0,0.0
3006424,23/9/2022 12:54,1,1,1,1,666.0,666.0,0.0,0.0
3006425,23/9/2022 12:54,1,1,1,1,379.0,379.0,0.0,0.0
3006426,23/9/2022 12:55,1,2,4,3,335.0,335.0,0.0,0.0
3006427,23/9/2022 12:55,1,2,2,1,350.0,350.0,0.0,0.0
3006428,23/9/2022 13:06,1,2,3,3,214.0,214.0,0.0,0.0
3006429,23/9/2022 13:16,1,1,1,2,75.0,100.0,0.0,25.0
3006430,23/9/2022 13:19,1,1,1,2,1195.0,1200.0,0.0,5.0
3006431,23/9/2022 13:23,1,1,1,1,174.0,174.0,0.0,0.0
3006432,23/9/2022 13:34,1,1,1,1,548.0,548.0,0.0,0.0
3006433,23/9/2022 13:44,1,1,1,1,652.0,652.0,0.0,0.0
3006434,23/9/2022 14:08,1,2,6,3,90.0,90.0,0.0,0.0
3006435,23/9/2022 17:28,1,2,4,3,289.0,289.0,0.0,0.0
3006437,23/9/2022 18:15,1,2,4,3,274.0,274.0,0.0,0.0
3006438,23/9/2022 18:27,1,2,6,3,135.0,135.0,0.0,0.0
3006439,23/9/2022 19:05,1,2,3,3,219.0,219.0,0.0,0.0
3006440,23/9/2022 19:26,1,2,3,3,170.0,170.0,0.0,0.0
3006441,23/9/2022 19:31,1,2,7,3,335.0,335.0,0.0,0.0
3006442,23/9/2022 19:41,1,2,4,3,160.0,160.0,0.0,0.0
3006443,23/9/2022 19:48,1,2,4,3,160.0,160.0,0.0,0.0
3006444,23/9/2022 20:06,1,1,1,1,314.0,314.0,0.0,0.0
3006445,23/9/2022 20:28,1,1,1,1,245.0,245.0,0.0,0.0
3006446,24/9/2022 9:51,1,1,1,1,739.0,739.0,0.0,0.0
3006447,24/9/2022 10:13,1,2,7,3,90.0,90.0,0.0,0.0
3006448,24/9/2022 10:38,1,2,2,1,65.0,65.0,0.0,0.0
3006449,24/9/2022 11:19,1,2,3,3,90.0,90.0,0.0,0.0
3006450,24/9/2022 11:35,1,2,3,3,145.0,145.0,0.0,0.0
3006451,24/9/2022 11:40,1,2,4,3,265.0,265.0,0.0,0.0
3006452,24/9/2022 11:41,1,2,4,3,364.0,364.0,0.0,0.0
3006453,24/9/2022 11:50,1,2,4,3,280.0,280.0,0.0,0.0
3006454,24/9/2022 12:12,1,2,7,3,425.0,425.0,0.0,0.0
3006455,24/9/2022 12:16,1,2,4,3,214.0,214.0,0.0,0.0
3006456,24/9/2022 12:30,1,2,3,3,130.0,130.0,0.0,0.0
3006457,24/9/2022 12:49,1,2,2,1,55.0,55.0,0.0,0.0
3006458,24/9/2022 13:05,1,1,1,2,592.0,1000.0,0.0,408.0
3006460,24/9/2022 13:44,1,1,1,1,414.0,414.0,0.0,0.0
